Episode,Reward,Loss,BMI,Glucose
56,168.6400465112817,0.1976916342973709,21.969900000000006,71.7598
57,186.63163419014944,0.4039284884929657,21.996000000000002,72.3938
58,185.4018603181856,0.3789496421813965,21.981000000000005,72.0424
59,190.6303792288511,0.5404294729232788,22.02660000000001,73.15280000000001
60,176.6634844994052,0.5714109539985657,21.979800000000004,72.024
61,172.64750824386888,0.7258354425430298,21.985700000000005,72.1554
62,175.4129444167321,0.3786565661430359,21.989900000000006,72.26
63,176.63120038011058,0.37221670150756836,21.977300000000003,71.9438
64,168.63474973301845,0.5446051955223083,21.95590000000001,71.39789999999999
65,173.43138735917745,0.42517000436782837,21.968600000000006,71.7417
66,163.40795915656022,0.4560598134994507,21.933900000000005,70.85979999999999
67,170.64207779521092,0.581138551235199,21.955200000000005,71.39129999999999
68,161.40927458058138,0.4381157159805298,21.928200000000007,70.7226
69,170.64241135305699,0.5540682077407837,21.950100000000006,71.2671
70,161.4117042049046,0.6409757733345032,21.928700000000006,70.7397
71,170.63847075348633,0.2599494159221649,21.953000000000007,71.3353
72,168.65299630340013,0.36385685205459595,21.953500000000005,71.3659
73,163.42411667372954,0.37163373827934265,21.931400000000004,70.8193
74,170.66156009780826,0.5247374176979065,21.95210000000001,71.3461
75,172.64610142112053,0.3772124648094177,21.957200000000004,71.4543
76,170.65198968539022,0.4679555594921112,21.950300000000006,71.2808
77,172.6340256942334,0.8332981467247009,21.958500000000004,71.47
78,170.63487740950276,0.36703258752822876,21.953000000000007,71.3391
79,174.64207776885058,0.3105136752128601,21.963200000000008,71.59370000000001
80,169.41024876573715,0.07606414705514908,21.94520000000001,71.1501
81,172.65634450481906,0.20381739735603333,21.954600000000006,71.3964
82,161.4079052827978,0.43429648876190186,21.934200000000004,70.8664
83,172.64428112715848,0.4367004334926605,21.971500000000006,71.8054
84,170.63953175586124,0.522212028503418,21.961600000000008,71.5581
85,167.40314396111646,0.2142062783241272,21.945100000000007,71.1343
86,163.40914178557335,0.5150635838508606,21.94840000000001,71.23349999999999
87,166.63518325716328,0.4691368043422699,21.951600000000006,71.3069
88,163.40768306779847,0.478526771068573,21.943500000000004,71.1004
89,172.63592302367758,0.44708526134490967,21.954400000000007,71.3669
90,163.404656901261,0.4502182900905609,21.93330000000001,70.8474
91,172.66294274499327,0.6273900270462036,21.959200000000006,71.52230000000002
92,171.41100100948313,0.24543675780296326,21.94630000000001,71.17470000000002
93,180.64933744699567,0.2850068509578705,21.973600000000005,71.8611
94,172.63400576393582,0.36579379439353943,21.949900000000007,71.2646
95,178.6375192191137,0.6343892216682434,21.971000000000004,71.7877
96,178.64047967123318,0.3625030219554901,21.960700000000006,71.5416
97,176.63888276473728,0.3641854524612427,21.985000000000003,72.14
98,176.63368483133254,0.3492371141910553,21.958900000000003,71.4755
99,159.4049937079852,0.2803531587123871,21.931800000000003,70.8104
100,161.41710547772834,0.7436676621437073,21.9276,70.72460000000001
101,170.6392198439214,0.48647844791412354,21.95370000000001,71.3673
102,180.6405175304988,0.657254159450531,21.97330000000001,71.8463
103,165.41065660557788,0.3026159703731537,21.94080000000001,71.04899999999999
104,168.64886905030048,0.24054549634456635,21.944400000000005,71.1416
105,159.4049946048682,0.1784500628709793,21.937700000000003,70.9625
106,165.40273524151485,0.3636457324028015,21.952400000000008,71.3251
107,169.40405531858025,0.2641953229904175,21.947000000000006,71.19290000000001
108,172.6405809852661,0.45993876457214355,21.957000000000008,71.439
109,163.40869660135,0.08989889174699783,21.930600000000005,70.78370000000001
110,150.00051337841631,0.43540674448013306,21.900000000000006,70.0
111,163.39874267087188,0.302641361951828,21.936400000000003,70.9143
112,170.63771679390928,0.18219158053398132,21.964900000000007,71.64659999999999
113,180.66668990480284,0.37010443210601807,21.973500000000005,71.87910000000001
114,170.64890564732207,0.12982742488384247,21.9522,71.3279
115,172.63823651785987,0.5365336537361145,21.959300000000002,71.49680000000001
116,161.40749929293045,0.5408695340156555,21.931800000000006,70.811
117,167.43508630302784,0.28052085638046265,21.93790000000001,70.99979999999998
118,172.6280347992035,0.22899320721626282,21.95370000000001,71.3496
119,170.63840341911518,0.3879702091217041,21.94430000000001,71.128
120,184.63673046766837,0.28197091817855835,21.985200000000006,72.1357
121,161.39693675562356,0.22468388080596924,21.929900000000007,70.7642
122,163.4010483061148,0.35447609424591064,21.931400000000007,70.8038
123,168.64360075312166,0.328636109828949,21.945600000000002,71.1554
124,168.6360518969646,0.18556512892246246,21.94590000000001,71.1738
125,166.63207275948915,0.18508602678775787,21.945500000000003,71.1532
126,180.63632956759267,0.705483078956604,21.973600000000005,71.8541
127,178.633529917483,0.4857950806617737,21.976800000000004,71.9374
128,172.65267227393434,0.19584698975086212,21.95290000000001,71.35640000000001
129,163.40776923751642,0.4075610637664795,21.935300000000005,70.9038
130,161.39671942390322,0.34248799085617065,21.935900000000007,70.9008
131,172.6384853404401,0.5906366109848022,21.953400000000006,71.3437
132,174.62883731616046,0.3746933341026306,21.952600000000007,71.31909999999999
133,170.65085029657826,0.5961169600486755,21.951800000000006,71.3152
134,178.65139391098248,0.4109721779823303,21.96560000000001,71.66460000000001
135,172.6414745668986,0.23875410854816437,21.95590000000001,71.41720000000001
136,167.40654548036434,0.31375232338905334,21.950800000000008,71.2807
137,163.4099286704661,0.4262115955352783,21.937700000000003,70.95700000000001
138,176.6434261734836,0.5082092881202698,21.9676,71.7066
139,178.64359849550075,0.21053394675254822,21.961200000000005,71.55120000000001
140,168.636752556589,0.3952910304069519,21.948800000000006,71.23899999999999
141,163.42228942459585,0.5279351472854614,21.940200000000004,71.03590000000001
142,170.63024252580166,0.4785217046737671,21.95290000000001,71.3258
143,168.63579061602067,0.45712143182754517,21.94430000000001,71.12480000000001
144,174.6383232202185,0.16040770709514618,21.962200000000003,71.5649
145,163.40664860116794,0.28881388902664185,21.936900000000005,70.9398
146,167.39833858684966,0.38485050201416016,21.961100000000005,71.531
147,172.6488648666155,0.3706127107143402,21.963600000000007,71.6252
148,168.634670688629,0.1189519613981247,21.942400000000006,71.0728
149,172.63024748798352,0.3115082085132599,21.95460000000001,71.37370000000001
150,159.40539116387458,0.24517053365707397,21.937400000000007,70.95009999999999
151,163.40579642327285,0.2335752695798874,21.929500000000008,70.756
152,165.4152333183949,0.32452285289764404,21.947400000000005,71.1934
153,206.64240095118416,0.1807871013879776,22.059800000000006,73.9917
154,194.6447766159266,0.5682275891304016,22.046900000000004,73.69109999999999
155,196.63957364513539,0.6342100501060486,22.047900000000006,73.7071
156,206.6440985564079,0.3050612211227417,22.082800000000006,74.5592
157,177.40768181346135,0.3944492042064667,21.981800000000003,72.0369
158,234.63423252430655,0.4677203297615051,22.154500000000006,76.37989999999999
159,167.405760597357,0.42686331272125244,21.986600000000006,72.1619
160,214.64733047774888,0.5076368451118469,22.12450000000001,75.63019999999999
161,230.64698221424777,0.29927587509155273,22.116400000000002,75.41159999999999
162,222.6637726894381,0.29263779520988464,22.125200000000003,75.6558
163,167.41764588372314,0.4730324149131775,22.003100000000003,72.57
164,179.4043136751179,0.19408081471920013,21.978500000000004,71.958
165,193.3976837381789,0.38593295216560364,22.037900000000008,73.4409
166,171.4007284354864,0.256388783454895,21.993500000000004,72.35900000000001
167,178.64378468987292,0.33511674404144287,22.047300000000003,73.6845
168,206.6462230138088,0.47892850637435913,22.086600000000004,74.652
169,234.63205755400105,0.6005445718765259,22.181500000000007,77.0364
170,214.64274226361434,0.42846399545669556,22.137100000000004,75.93090000000001
171,175.41343378945507,0.3608105480670929,22.008900000000004,72.7464
172,200.64819458548635,0.3110164999961853,22.088300000000004,74.7098
173,292.6349472171289,0.45930832624435425,22.249100000000002,78.75489999999999
174,176.63609913102732,0.313445508480072,21.978800000000007,71.9746
175,161.40257885032878,0.4214385747909546,21.93080000000001,70.7854
176,159.39484675581656,0.5915749669075012,21.932700000000004,70.8171
177,178.63732873789812,0.4541584849357605,21.96750000000001,71.70219999999999
178,159.40620915176538,0.3087153434753418,21.924300000000002,70.6323
179,172.63190211457956,0.41303837299346924,21.9505,71.2781
180,172.64432549156487,0.2988772690296173,21.951900000000006,71.3324
181,159.40050918568966,0.4183291494846344,21.945900000000005,71.1592
182,165.40747275386778,0.5141257643699646,21.996900000000004,72.4277
183,190.64856180592773,0.5120132565498352,22.044300000000007,73.62200000000001
184,234.66846587561378,0.5357630252838135,22.147800000000007,76.23020000000001
185,192.64104690046864,0.4516674876213074,22.059700000000007,74.0041
186,206.6505475437854,0.2835366129875183,22.076800000000006,74.41720000000001
187,163.40807330333928,0.5384382605552673,22.04660000000001,73.6555
188,210.6436990876445,0.4948617219924927,22.133000000000003,75.8022
189,224.63546493261617,0.4963151812553406,22.167300000000004,76.6796
190,183.40500692658654,0.7253555059432983,22.068900000000006,74.22409999999999
191,173.41817502395747,0.3591821789741516,21.979400000000005,71.998
192,176.63407674009312,0.6433872580528259,21.9597,71.5094
193,161.3973139601499,0.42549240589141846,21.923700000000007,70.6065
194,161.40593695335366,0.41472065448760986,21.92540000000001,70.6596
195,163.41776358683458,0.3914681673049927,21.937400000000007,70.98230000000001
196,161.40189136379692,0.5841272473335266,21.930600000000005,70.781
197,168.6330622361324,0.1911781132221222,21.942100000000003,71.0722
198,174.65159417581225,0.3932793438434601,21.959800000000005,71.5306
199,174.6762454745042,0.45128926634788513,21.958800000000007,71.55780000000003
200,168.64362917865935,0.6898200511932373,21.947000000000006,71.2
201,163.41165523914373,0.5290915966033936,21.943300000000008,71.1019
202,228.6403785987493,0.5142861008644104,22.137500000000003,75.9493
203,236.6439871882304,0.575646698474884,22.171500000000005,76.7729
204,200.63903200059255,0.48372986912727356,22.093600000000006,74.82710000000002
205,203.41277516244136,0.3203977644443512,22.069600000000005,74.2272
206,248.65780468255588,0.5823971629142761,22.220100000000002,78.0226
207,206.64523766233282,0.4495551586151123,22.119200000000006,75.5233
208,202.62643508019343,0.4960852861404419,22.053500000000007,73.8533
209,267.4909430926589,0.5299727320671082,22.297199999999993,79.90610000000001
210,230.6411768584342,0.6587264537811279,22.160900000000005,76.5086
211,194.64342060030012,0.5830652713775635,22.034400000000005,73.3716
212,246.6550921793712,0.5979400277137756,22.178400000000007,76.9599
213,190.64352696528331,0.3620842397212982,22.051100000000005,73.78739999999999
214,194.63843834861754,0.5870672464370728,22.0534,73.8415
215,192.64578770198506,0.7925914525985718,22.100200000000005,75.0004
216,181.42501150938693,0.555046796798706,22.009000000000004,72.7243
217,225.4236046767632,0.6694031953811646,22.1421,76.10700000000001
218,204.63183563642062,0.3886765241622925,22.079900000000006,74.5187
219,218.6305151343449,0.550327479839325,22.1417,76.0446
220,238.65412284818294,0.5876078009605408,22.2253,78.1557
221,150.00989459473084,0.535546064376831,21.900000000000006,70.0028
222,234.6385807205133,0.6017851233482361,22.115200000000005,75.39569999999999
223,274.64344399486293,0.6311212182044983,22.267900000000008,79.1889
224,260.65035670976545,0.5882956385612488,22.216800000000003,77.91969999999999
225,161.39802111548212,0.49116992950439453,21.927900000000008,70.7137
226,163.41879184622834,0.41567137837409973,21.937900000000003,70.9753
227,266.8922561225944,0.557268500328064,22.291799999999995,79.82829999999998
228,150.0026516734017,0.5563274621963501,21.900000000000006,70.0077
229,166.63911995314,0.520982563495636,21.931600000000007,70.8143
230,206.65342212175645,0.5320764780044556,22.178,76.9719
231,202.64641711570704,0.6124589443206787,22.030700000000007,73.265
232,150.00283610123677,0.48444974422454834,21.900000000000006,70.0
233,181.40117345654735,0.5972294807434082,21.99490000000001,72.377
234,187.3996146907443,0.8229671716690063,22.068900000000003,74.245
235,272.66257863117886,0.36969372630119324,22.224100000000007,78.10950000000001
236,258.63479403251347,0.4964766800403595,22.209100000000003,77.7119
237,280.17087142735085,0.560359537601471,22.245099999999994,78.6671
238,195.4322418164473,0.7056597471237183,22.119500000000002,75.53300000000002
239,199.42413402764012,0.589245080947876,22.134100000000004,75.8399
240,206.63787301874643,0.6273297071456909,22.07830000000001,74.46260000000001
241,193.40859225128818,0.5167423486709595,22.014300000000002,72.8858
242,168.63675506756957,0.5629439353942871,21.966700000000007,71.6701
243,172.63276482243637,0.615780770778656,21.95040000000001,71.2737
244,174.63571246019524,0.7984869480133057,21.95530000000001,71.4136
245,161.39819994978612,0.8118310570716858,21.927000000000007,70.69200000000001
246,159.41216968796357,0.9676983952522278,21.92250000000001,70.64029999999998
247,176.63900593419265,0.9248260259628296,21.965500000000006,71.6507
248,170.6343033783183,0.6657061576843262,21.946000000000005,71.1741
249,167.41176967336838,0.6613789796829224,21.936500000000006,70.94460000000002
250,161.3933644069981,0.6215488910675049,21.922600000000006,70.5679
251,170.63134115273988,0.6773256063461304,21.94910000000001,71.2421
252,172.63966818151158,0.802950918674469,21.958000000000006,71.4709
253,174.63333147194936,0.8647946119308472,21.9568,71.42110000000001
254,176.63929158735695,0.6784548163414001,21.956300000000006,71.4193
255,150.00279645924738,0.6238692998886108,21.900000000000006,70.0001
256,173.41664946659134,0.7515831589698792,21.953900000000004,71.3632
257,177.40725048265006,0.5116528272628784,22.01120000000001,72.7809
258,200.633574889458,0.7481041550636292,22.028600000000004,73.2173
259,179.41692783009813,0.5504103302955627,22.010900000000007,72.7793
260,180.62860274810595,0.8935646414756775,22.026300000000006,73.1436
261,212.64186230244718,0.7539130449295044,22.127700000000004,75.6962
262,167.41708164275434,0.6881434321403503,22.190700000000003,77.24689999999998
263,203.438420988281,0.6187755465507507,22.11230000000001,75.3217
264,223.44468970302057,0.46423909068107605,22.205900000000007,77.6645
265,246.6408328229777,0.47599977254867554,22.208000000000002,77.69859999999998
266,246.63878396444346,0.6394318342208862,22.250600000000006,78.7584
267,262.6310167986663,0.7479772567749023,22.267900000000008,79.21489999999999
268,211.40730335373706,0.7089206576347351,22.100600000000004,75.031
269,208.6498710306695,0.6093019843101501,22.109300000000005,75.28460000000001
270,201.41429191168626,0.614947497844696,22.1025,75.0402
271,184.64981290135896,0.5911522507667542,22.025100000000005,73.1415
272,252.64004628270465,0.672929048538208,22.2374,78.41539999999999
273,150.00029839323147,0.6017836928367615,21.900000000000006,70.0
274,253.36706545777278,0.5240375995635986,22.24750000000001,78.68399999999998
275,289.63768371170056,0.8415555357933044,22.323500000000003,80.58709999999999
276,268.7983472626296,0.6573962569236755,22.2883,79.68449999999999
277,229.43387381403016,0.5650951266288757,22.150100000000002,76.2616
278,200.64449170016684,0.9361967444419861,22.042800000000007,73.5633
279,258.63620263792825,0.5526565313339233,22.232200000000002,78.2987
280,202.66117955836233,0.817969799041748,22.143900000000002,76.0988
281,177.40139413573905,0.727615237236023,22.043900000000004,73.5758
282,206.63602828921645,0.7074108719825745,22.120300000000007,75.5164
283,210.6452025055321,0.6183636784553528,22.1503,76.2661
284,179.664450811372,0.584114670753479,22.168100000000003,76.71089999999998
285,181.40141322733731,0.6410905122756958,22.03140000000001,73.285
286,193.40255964768713,0.5363922119140625,22.010400000000004,72.7691
287,229.4033422546464,1.0003407001495361,22.1613,76.5346
288,240.63416915173244,0.5309553742408752,22.215200000000003,77.89040000000001
289,171.40114681036994,1.238208293914795,21.982600000000005,72.0628
290,214.63682793023568,0.5507302284240723,22.118800000000007,75.47399999999999
291,203.41222315211357,0.7435675263404846,22.095600000000005,74.8982
292,226.64298967186343,0.8074460029602051,22.140300000000007,76.0116
293,170.63816258527027,0.663061261177063,21.949900000000007,71.27810000000001
294,161.40061169561343,0.8286349773406982,21.925600000000003,70.65939999999999
295,163.4026847365804,0.9490305185317993,21.93460000000001,70.89050000000002
296,163.39949804357957,1.020646095275879,21.928500000000003,70.7209
297,161.39821276842687,0.648983359336853,21.9326,70.83800000000001
298,166.63555538676567,0.666873574256897,21.939500000000006,71.02379999999998
299,163.40623673391934,0.7394357323646545,21.926800000000007,70.6938
300,161.39967986188637,0.6948707699775696,21.934300000000007,70.8691
